Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,product_name,category,description
6,2010-07-05,1619920.04,0,73.68,2.835,211.8442706,7.092,2010,7,27,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
17,2010-07-05,843848.65,0,40.26,2.948,126.2898,6.635,2010,7,27,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
24,2010-07-05,1409705.03,0,66.65,3.095,132.1062,8.211,2010,7,27,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
19,2010-07-05,1566219.77,0,62.54,3.095,132.1062,8.185,2010,7,27,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
33,2010-07-05,326870.13,0,75.4,3.127,126.2898,9.849,2010,7,27,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
32,2010-07-05,1133657.58,0,48.94,2.771,189.5312483,8.963,2010,7,27,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
15,2010-07-05,661348.88,0,63.16,3.095,132.1062,8.185,2010,7,27,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
9,2010-07-05,526128.61,0,68.58,2.835,213.848478,6.384,2010,7,27,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
31,2010-07-05,1381796.8,0,70.87,2.835,210.0011018,8.2,2010,7,27,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
38,2010-08-10,351271.36,0,71.82,3.013,126.2791667,14.313,2010,8,32,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
22,2010-08-10,1015051.62,0,56.32,2.776,136.6277321,8.572,2010,8,32,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
43,2010-08-10,713332.54,0,72.81,2.633,203.6651786,10.21,2010,8,32,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
20,2010-08-10,2060389.27,0,51.5,2.764,204.951982,7.484,2010,8,32,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
7,2010-08-10,480239.88,0,44.13,2.745,190.7763218,9.137,2010,8,32,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
14,2010-08-10,2091663.2,0,56.49,2.764,182.7640032,8.724,2010,8,32,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
13,2010-08-10,1871924.07,0,63.03,2.841,126.2791667,7.795,2010,8,32,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
16,2010-08-10,442894.2,0,54.29,2.745,190.7763218,6.986,2010,8,32,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
37,2010-08-10,524483.65,0,66.34,2.633,210.5144398,8.476,2010,8,32,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
11,2010-08-10,1293472.8,0,68.71,2.633,215.060858,7.564,2010,8,32,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
29,2010-08-10,530059.06,0,56.32,2.776,132.7516667,10.524,2010,8,32,Orange Juice,Beverages,"100% pure orange juice, no pulp"
21,2010-08-10,680579.49,0,65.76,2.633,211.4044906,8.163,2010,8,32,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
4,2010-08-10,1951494.85,0,67.73,2.645,126.2791667,7.127,2010,8,32,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
41,2010-08-10,1162042.24,0,57.1,2.745,190.7763218,7.508,2010,8,32,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
18,2010-08-10,1107432.71,0,54.73,2.776,132.7516667,9.331,2010,8,32,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
33,2010-08-10,266484.19,0,79.02,2.924,126.2791667,9.265,2010,8,32,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
1,2010-08-10,1508239.93,0,63.93,2.633,211.7467544,7.838,2010,8,32,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
3,2010-08-10,395107.35,0,66.99,2.633,215.060858,7.564,2010,8,32,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
10,2010-08-10,1772192.42,0,77.04,2.924,126.2791667,9.003,2010,8,32,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
24,2010-08-10,1361944.94,0,54.82,2.903,132.7516667,8.275,2010,8,32,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
28,2010-08-10,1334571.87,0,71.82,3.013,126.2791667,14.313,2010,8,32,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
32,2010-08-10,1085483.44,0,61.81,2.745,190.7763218,9.137,2010,8,32,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
40,2010-08-10,972405.38,0,52.02,2.776,132.7516667,5.287,2010,8,32,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
2,2010-08-10,1849921.44,0,63.19,2.633,211.4044906,8.163,2010,8,32,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
42,2010-08-10,599759.45,0,77.04,2.924,126.2791667,9.003,2010,8,32,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
19,2010-08-10,1428960.72,0,53.74,2.903,132.7516667,8.067,2010,8,32,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
26,2010-08-10,1001069.52,0,46.81,2.776,132.7516667,8.149,2010,8,32,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
15,2010-08-10,591603.79,0,52.19,2.903,132.7516667,8.067,2010,8,32,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
9,2010-08-10,505069.21,0,65.35,2.633,215.290437,6.56,2010,8,32,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
6,2010-08-10,1360317.9,0,65.21,2.633,213.2661373,7.007,2010,8,32,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
44,2010-08-10,279524.44,0,63.03,2.841,126.2791667,7.61,2010,8,32,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
45,2010-08-10,745782.1,0,56.49,2.764,182.7640032,8.724,2010,8,32,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
34,2010-08-10,931710.67,0,65.21,2.645,126.2791667,10.21,2010,8,32,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
8,2010-08-10,870349.86,0,62.94,2.633,215.1072262,6.433,2010,8,32,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
35,2010-08-10,874615.32,0,57.78,2.764,136.6277321,8.763,2010,8,32,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
36,2010-08-10,444351.61,0,66.34,2.595,210.5144398,8.476,2010,8,32,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
5,2010-08-10,290494.85,0,64.99,2.633,212.3019522,6.768,2010,8,32,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
17,2010-08-10,827738.06,0,58.06,2.841,126.2791667,6.885,2010,8,32,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
27,2010-08-10,1707662.87,0,57.78,2.903,136.6277321,8.021,2010,8,32,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
39,2010-08-10,1286598.59,0,64.8,2.633,210.5144398,8.476,2010,8,32,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
31,2010-08-10,1300131.68,0,65.76,2.633,211.4044906,8.163,2010,8,32,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
23,2010-08-10,1179851.68,0,50.75,2.776,132.7516667,5.287,2010,8,32,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
25,2010-08-10,674283.86,0,48.46,2.764,204.951982,7.484,2010,8,32,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
30,2010-08-10,462080.47,0,65.76,2.633,211.4044906,8.163,2010,8,32,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
12,2010-08-10,918335.68,0,71.82,3.013,126.2791667,14.313,2010,8,32,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
9,2010-09-04,529384.31,0,64.95,2.77,214.1399135,6.384,2010,9,35,Orange Juice,Beverages,"100% pure orange juice, no pulp"
1,2010-09-04,1545418.53,0,65.86,2.77,210.6228574,7.808,2010,9,35,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
19,2010-09-04,1489613.32,0,55.66,2.992,131.9408065,8.185,2010,9,35,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
7,2010-09-04,484263.25,0,33.79,2.75,189.6901012,8.963,2010,9,35,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
31,2010-09-04,1395710.09,0,65.74,2.77,210.2831653,8.2,2010,9,35,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
15,2010-09-04,634605.77,0,57.77,2.992,131.9408065,8.185,2010,9,35,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
2,2010-09-04,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,9,35,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
24,2010-09-04,1379579.63,0,62.06,2.992,131.9408065,8.211,2010,9,35,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
11,2010-09-04,1470308.32,0,69.57,2.77,213.9120595,7.343,2010,9,35,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
18,2010-09-04,1174447.55,0,59.91,2.849,131.9408065,9.269,2010,9,35,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
6,2010-09-04,1667181.82,0,66.15,2.77,212.1308239,7.092,2010,9,35,Orange Juice,Beverages,"100% pure orange juice, no pulp"
3,2010-09-04,415870.28,0,68.0,2.77,213.9120595,7.343,2010,9,35,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
38,2010-09-04,341630.46,0,59.25,3.09,126.6019032,14.099,2010,9,35,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
27,2010-09-04,1955814.13,0,62.62,2.992,135.7856359,8.058,2010,9,35,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
22,2010-09-04,1033171.07,0,57.06,2.849,135.7856359,8.348,2010,9,35,Orange Juice,Beverages,"100% pure orange juice, no pulp"
25,2010-09-04,712647.97,0,61.36,2.869,203.8488134,7.856,2010,9,35,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
45,2010-09-04,833782.7,0,65.45,2.869,181.7596377,8.899,2010,9,35,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
17,2010-09-04,770228.02,0,34.05,2.877,126.6019032,6.635,2010,9,35,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
32,2010-09-04,1095889.22,0,44.88,2.75,189.6901012,8.963,2010,9,35,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
16,2010-09-04,424083.99,0,34.21,2.75,189.6901012,6.842,2010,9,35,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
40,2010-09-04,919839.19,0,54.31,2.849,131.9408065,5.435,2010,9,35,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
10,2010-09-04,2041069.37,0,65.29,3.004,126.6019032,9.524,2010,9,35,Orange Juice,Beverages,"100% pure orange juice, no pulp"
5,2010-09-04,328020.49,0,65.19,2.77,211.1738835,6.465,2010,9,35,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
26,2010-09-04,1022293.81,0,50.13,2.849,131.9408065,8.512,2010,9,35,Orange Juice,Beverages,"100% pure orange juice, no pulp"
34,2010-09-04,950684.2,0,51.26,2.773,126.6019032,9.593,2010,9,35,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
20,2010-09-04,2007796.26,0,65.1,2.869,203.8488134,7.856,2010,9,35,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
8,2010-09-04,916033.92,0,59.25,2.77,213.9580793,6.29,2010,9,35,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
39,2010-09-04,1327035.27,0,68.15,2.77,209.400638,8.464,2010,9,35,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
43,2010-09-04,693058.34,0,64.37,2.77,202.6594654,9.593,2010,9,35,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
44,2010-09-04,257361.3,0,38.97,2.877,126.6019032,7.972,2010,9,35,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
14,2010-09-04,2258781.28,0,65.45,2.869,181.7596377,8.899,2010,9,35,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
33,2010-09-04,325201.05,0,68.43,3.004,126.6019032,9.849,2010,9,35,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
21,2010-09-04,751181.4,0,65.74,2.77,210.2831653,8.2,2010,9,35,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
37,2010-09-04,513327.55,0,68.54,2.77,209.400638,8.464,2010,9,35,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
42,2010-09-04,582552.26,0,65.29,3.004,126.6019032,9.524,2010,9,35,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
41,2010-09-04,1082158.21,0,37.3,2.75,189.6901012,7.363,2010,9,35,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
36,2010-09-04,453016.91,0,68.54,2.743,209.400638,8.464,2010,9,35,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
4,2010-09-04,1818452.72,0,54.16,2.773,126.6019032,7.896,2010,9,35,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
23,2010-09-04,1264434.7,0,56.82,2.849,131.9408065,5.435,2010,9,35,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
29,2010-09-04,569937.23,0,57.06,2.849,131.9408065,10.16,2010,9,35,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
13,2010-09-04,1898321.33,0,38.97,2.877,126.6019032,8.107,2010,9,35,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
30,2010-09-04,454800.96,0,65.74,2.77,210.2831653,8.2,2010,9,35,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
28,2010-09-04,1382359.21,0,59.25,3.09,126.6019032,14.099,2010,9,35,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
35,2010-09-04,1198014.97,0,62.62,2.869,135.7856359,9.051,2010,9,35,Orange Juice,Beverages,"100% pure orange juice, no pulp"
12,2010-09-04,1041238.87,0,59.25,3.09,126.6019032,14.099,2010,9,35,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
38,2010-09-07,343850.34,0,90.37,3.1,126.1518,14.18,2010,9,36,Orange Juice,Beverages,"100% pure orange juice, no pulp"
12,2010-09-07,943506.28,0,90.37,3.1,126.1518,14.18,2010,9,36,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
13,2010-09-07,1870843.9,0,71.33,2.802,126.1518,7.951,2010,9,36,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
32,2010-09-07,1077253.67,0,67.55,2.711,189.5231276,9.017,2010,9,36,Orange Juice,Beverages,"100% pure orange juice, no pulp"
4,2010-09-07,1812208.22,0,80.35,2.637,126.1518,7.372,2010,9,36,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
7,2010-09-07,593462.34,0,58.0,2.711,189.5231276,9.017,2010,9,36,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
25,2010-09-07,719591.13,0,75.24,2.793,204.3625658,7.527,2010,9,36,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
21,2010-09-07,714677.47,0,81.67,2.642,210.7657317,8.099,2010,9,36,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
30,2010-09-07,436293.4,0,81.67,2.642,210.7657317,8.099,2010,9,36,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
42,2010-09-07,570069.48,0,91.03,3.1,126.1518,9.199,2010,9,36,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
39,2010-09-07,1330473.47,0,81.1,2.642,209.8708867,8.36,2010,9,36,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
5,2010-09-07,291808.87,0,81.14,2.642,211.6642907,6.496,2010,9,36,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
1,2010-09-07,1546074.18,0,80.48,2.642,211.108414,7.787,2010,9,36,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
34,2010-09-07,911210.81,0,75.0,2.637,126.1518,9.816,2010,9,36,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
28,2010-09-07,1340293.87,0,90.37,3.1,126.1518,14.18,2010,9,36,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
8,2010-09-07,845289.77,0,72.49,2.642,214.4729952,6.315,2010,9,36,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
23,2010-09-07,1417535.78,0,77.16,2.806,132.5461333,5.326,2010,9,36,Orange Juice,Beverages,"100% pure orange juice, no pulp"
26,2010-09-07,1122356.53,0,71.08,2.806,132.5461333,8.445,2010,9,36,Orange Juice,Beverages,"100% pure orange juice, no pulp"
40,2010-09-07,1058250.91,0,76.67,2.806,132.5461333,5.326,2010,9,36,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
35,2010-09-07,1268766.76,0,82.69,2.793,136.3962643,8.861,2010,9,36,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
2,2010-09-07,1880902.62,0,82.59,2.642,210.7657317,8.099,2010,9,36,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
6,2010-09-07,1690317.99,0,80.93,2.642,212.6296549,6.973,2010,9,36,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
9,2010-09-07,485389.15,0,78.51,2.642,214.6564301,6.442,2010,9,36,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
15,2010-09-07,691497.62,0,77.33,2.94,132.5461333,8.099,2010,9,36,Orange Juice,Beverages,"100% pure orange juice, no pulp"
45,2010-09-07,787062.0,0,82.45,2.793,182.2569603,8.743,2010,9,36,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
36,2010-09-07,471713.59,0,81.74,2.596,209.8708867,8.36,2010,9,36,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
27,2010-09-07,2119163.01,0,82.69,2.94,136.3962643,7.982,2010,9,36,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
20,2010-09-07,2107285.85,0,78.09,2.793,204.3625658,7.527,2010,9,36,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
17,2010-09-07,836915.92,0,62.41,2.802,126.1518,6.697,2010,9,36,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
44,2010-09-07,280472.78,0,71.33,2.802,126.1518,7.804,2010,9,36,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
10,2010-09-07,1769793.37,0,91.03,3.1,126.1518,9.199,2010,9,36,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
31,2010-09-07,1315118.4,0,81.67,2.642,210.7657317,8.099,2010,9,36,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
41,2010-09-07,1176079.59,0,60.93,2.711,189.5231276,7.335,2010,9,36,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
14,2010-09-07,2236209.13,0,82.45,2.793,182.2569603,8.743,2010,9,36,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
22,2010-09-07,1092654.26,0,79.22,2.806,136.3962643,8.433,2010,9,36,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
43,2010-09-07,718748.33,0,81.52,2.642,203.060919,9.816,2010,9,36,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
29,2010-09-07,563449.43,0,79.22,2.806,132.5461333,10.409,2010,9,36,Orange Juice,Beverages,"100% pure orange juice, no pulp"
33,2010-09-07,302423.93,0,95.88,3.1,126.1518,9.495,2010,9,36,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
24,2010-09-07,1665502.55,0,79.05,2.94,132.5461333,8.117,2010,9,36,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
37,2010-09-07,502456.04,0,81.74,2.642,209.8708867,8.36,2010,9,36,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
18,2010-09-07,1171391.41,0,79.75,2.806,132.5461333,9.342,2010,9,36,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
11,2010-09-07,1280156.47,0,83.01,2.642,214.4265704,7.346,2010,9,36,Basmati Rice,Pantry,5 lbs Long Grain Aromatic Basmati Rice
3,2010-09-07,349214.18,0,81.75,2.642,214.4265704,7.346,2010,9,36,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
16,2010-09-07,614253.33,0,61.79,2.711,189.5231276,6.868,2010,9,36,Orange Juice,Beverages,"100% pure orange juice, no pulp"
19,2010-09-07,1577541.24,0,78.22,2.94,132.5461333,8.099,2010,9,36,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
1,2010-10-09,1507460.69,1,78.69,2.565,211.4951902,7.787,2010,10,40,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
25,2010-10-09,655811.95,1,61.14,2.699,204.7266827,7.527,2010,10,40,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
17,2010-10-09,1200888.28,1,56.28,2.87,126.1145806,6.697,2010,10,40,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
3,2010-10-09,352260.97,1,80.84,2.565,214.8065431,7.346,2010,10,40,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
26,2010-10-09,1042226.3,1,54.82,2.717,132.7564516,8.445,2010,10,40,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
15,2010-10-09,641965.2,1,62.36,2.837,132.7564516,8.099,2010,10,40,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
14,2010-10-09,2191767.76,1,70.87,2.699,182.598178,8.743,2010,10,40,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
43,2010-10-09,722120.04,1,81.32,2.565,203.4214677,9.816,2010,10,40,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
27,2010-10-09,1913494.81,1,70.38,2.837,136.6212085,7.982,2010,10,40,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
2,2010-10-09,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,10,40,Premium Toilet Paper,Household,"Ultra soft 2-ply bath tissue, 12 rolls"
45,2010-10-09,721460.22,1,70.87,2.699,182.598178,8.743,2010,10,40,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
44,2010-10-09,283455.13,1,65.74,2.87,126.1145806,7.804,2010,10,40,Orange Juice,Beverages,"100% pure orange juice, no pulp"
28,2010-10-09,1246062.17,1,83.63,3.044,126.1145806,14.18,2010,10,40,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
16,2010-10-09,537518.57,1,57.24,2.78,190.3958293,6.868,2010,10,40,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
20,2010-10-09,2014954.79,1,65.02,2.699,204.7266827,7.527,2010,10,40,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
30,2010-10-09,455162.92,1,79.3,2.565,211.1532104,8.099,2010,10,40,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
24,2010-10-09,1474498.59,1,67.11,2.837,132.7564516,8.117,2010,10,40,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
29,2010-10-09,491290.37,1,68.6,2.717,132.7564516,10.409,2010,10,40,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
13,2010-10-09,1772143.94,1,65.74,2.87,126.1145806,7.951,2010,10,40,Orange Juice,Beverages,"100% pure orange juice, no pulp"
35,2010-10-09,961685.98,1,70.38,2.699,136.6212085,8.861,2010,10,40,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
18,2010-10-09,1011201.12,1,67.09,2.717,132.7564516,9.342,2010,10,40,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
40,2010-10-09,967310.82,1,62.75,2.717,132.7564516,5.326,2010,10,40,Whole Wheat Bread,Bakery,Freshly baked 100% whole wheat bread
6,2010-10-09,1424225.44,1,78.78,2.565,213.013312,6.973,2010,10,40,Honey Nut Cereal,Pantry,Crispy toasted oat cereal with real honey
31,2010-10-09,1308179.02,1,79.3,2.565,211.1532104,8.099,2010,10,40,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
8,2010-10-09,831425.2,1,74.34,2.565,214.8528728,6.315,2010,10,40,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
33,2010-10-09,272834.88,1,91.77,2.961,126.1145806,9.495,2010,10,40,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
37,2010-10-09,510296.07,1,80.58,2.565,210.2641156,8.36,2010,10,40,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
11,2010-10-09,1231428.46,1,81.93,2.565,214.8065431,7.346,2010,10,40,Orange Juice,Beverages,"100% pure orange juice, no pulp"
9,2010-10-09,484835.2,1,77.7,2.565,215.0359315,6.442,2010,10,40,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
36,2010-10-09,434471.38,1,80.58,2.513,210.2641156,8.36,2010,10,40,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
21,2010-10-09,674055.81,1,79.3,2.565,211.1532104,8.099,2010,10,40,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
41,2010-10-09,1172672.27,1,63.3,2.78,190.3958293,7.335,2010,10,40,Orange Juice,Beverages,"100% pure orange juice, no pulp"
34,2010-10-09,932240.96,1,72.61,2.574,126.1145806,9.816,2010,10,40,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
23,2010-10-09,1272842.85,1,63.21,2.717,132.7564516,5.326,2010,10,40,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
38,2010-10-09,336227.69,1,83.63,3.044,126.1145806,14.18,2010,10,40,Boneless Chicken Breast,Meat,Fresh boneless skinless chicken breasts
7,2010-10-09,535769.32,1,48.5,2.78,190.3958293,9.017,2010,10,40,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
4,2010-10-09,1865820.81,1,73.54,2.574,126.1145806,7.372,2010,10,40,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
32,2010-10-09,1028635.39,1,68.44,2.78,190.3958293,9.017,2010,10,40,Antibacterial Hand Soap,Personal Care,Liquid antibacterial hand soap pump
10,2010-10-09,1720530.23,1,84.04,2.961,126.1145806,9.199,2010,10,40,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
42,2010-10-09,589091.04,1,84.04,2.961,126.1145806,9.199,2010,10,40,Fuji Apples,Produce,Fresh crisp sweet Fuji apples
12,2010-10-09,903119.03,1,83.63,3.044,126.1145806,14.18,2010,10,40,Large Brown Eggs,Dairy,1 Dozen Farm Fresh Large Brown Eggs
19,2010-10-09,1591453.39,1,63.36,2.837,132.7564516,8.099,2010,10,40,Organic Whole Milk,Dairy,1 Gallon Organic Whole Milk
